col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16
0.0,5.308374,5.308374,5.308374,8.61,5.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,12.904098,11.968619,11.968619,19.135898,9.225,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,31.073022,28.701738,28.701738,45.739822,23.305,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
428.0,80.826037,74.808245,74.808245,133.83,64.01,34593.543836,32017.92886,32017.92886,57279.24,27396.28,0,0,0,0,0
0.000111111111111111,3.25,3.25,3.25,4.89,3.25,0.0065,0.0065,0.0065,0.00978,0.0065,0,0,0,0,0
0.0,6.294711,6.294711,6.294711,8.85,6.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,8.900562,8.900562,8.900562,13.48,8.9,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,12.94,11.74305,11.74305,19.02,13.71,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2.83333333333333,4.093333,3.7147,3.7147,6.02,4.093333,69.586661,63.1499,63.1499,102.34,69.586661,0,0,0,0,0
549.21756,5.554676,5.554676,5.554676,7.99,5.25,76268.139982764,76268.139982764,76268.139982764,109706.20761,72084.80475,0,0,0,0,0
0.0,14.919552,14.919552,14.919552,19.55,13.2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
956.0,143.930162,133.215014,133.215014,195.99,115.85,137597.234872,127353.553384,127353.553384,187366.44,110752.6,0,0,0,0,0
18952.4,6.846126,6.765248,6.764918,8.84,6.1,2595010.368048,2564353.723904,2564228.638064,3350784.32,2312192.8,0,0,0,0,0
0.0,4.688716,4.25501,4.25501,6.35,4.69,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2260.25,6.395455,5.803875,5.803903,9.99,6.35,289106.543275,262364.169375,262365.435115,451597.95,287051.75,0,0,0,0,0
0.0,5.788525,5.788525,5.788525,8.95,5.8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
11.875,6.234477,5.657787,5.657787,8.89,6.344583,1776.825945,1612.469295,1612.469295,2533.65,1808.206155,0,0,0,0,0
28.2,5.353802,4.858575,4.858575,7.64,5.354,1509.772164,1370.11815,1370.11815,2154.48,1509.828,0,0,0,0,0
0.0,2.839,2.576392,2.576392,4.041399,4.854,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,2.981,2.705257,2.705257,4.24354,4.854,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,2.964294,2.690096,2.690096,4.24354,4.854,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.000476190476190476,10.29,10.29,10.29,11.15,10.29,0.1029,0.1029,0.1029,0.1115,0.1029,0,0,0,0,0
0.0,2.159018,2.159018,2.159018,2.95,2.16125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,17.080833,15.500856,15.500856,24.315068,17.5875,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
53.2916666666667,6.018379,5.578356,5.578357,8.35,4.504583,7697.506741,7134.717324,7134.718603,10679.65,5761.361657,0,0,0,0,0
28.2916666666667,6.475695,6.01687,6.01687,8.35,4.710833,4396.996905,4085.45473,4085.45473,5669.65,3198.655607,0,0,0,0,0
0.0,6.321158,5.874627,5.874627,8.35,4.504583,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
18.375,6.608683,6.144607,6.144607,8.67,4.710833,2914.429203,2709.771687,2709.771687,3823.47,2077.477353,0,0,0,0,0
0.0,106.928,99.136725,99.136725,150.0,84.23,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,4.692372,4.692372,4.692372,6.55,4.3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
61.95,4.866484,4.44973,4.44973,7.7,5.6565,6029.573676,5513.21547,5513.21547,9540.3,7008.4035,0,0,0,0,0
343.0,8.151054,8.080669,8.080673,10.6,7.4,33549.738264,33260.033604,33260.050068,43629.6,30458.4,0,0,0,0,0
0.0333333333333333,1.685274,1.546693,1.546693,2.32,1.498167,3.370548,3.093386,3.093386,4.64,2.996334,0,0,0,0,0
13.75,4.440425,4.029695,4.022015,6.93,4.0,854.7818125,775.7162875,774.2378875,1334.025,770.0,0,0,0,0,0
259.5,12.243439,11.110926,11.110926,15.42,10.9,63543.44841,57665.70594,57665.70594,80029.8,56571.0,0,0,0,0,0
0.0,23.379407,21.501774,21.501774,32.702318,22.805,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,8.202784,7.544007,7.544007,11.473775,8.00125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,13.754941,12.6918,12.6918,19.303118,12.098333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,8.202784,7.544007,7.544007,11.473775,8.00125,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,10.029814,9.102056,9.102056,12.537428,8.57,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,5.703269,5.195251,5.195251,8.43,5.502,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.15,4.711077,4.300803,4.29989,6.78,4.981,14.133231,12.902409,12.89967,20.34,14.943,0,0,0,0,0
0.366666666666667,1.51797,1.385767,1.385767,2.29,1.6155,33.39534,30.486874,30.486874,50.38,35.541,0,0,0,0,0
0.0,2.851695,2.597695,2.597695,4.17,2.75,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0208333333333333,3.001088,2.735667,2.735667,4.42,2.966667,3.001088,2.735667,2.735667,4.42,2.966667,0,0,0,0,0
2.5,4.956275,4.49968,4.49968,7.28,4.5,173.469625,157.4888,157.4888,254.8,157.5,0,0,0,0,0
0.0,6.23914,5.69339,5.69339,8.25,5.905,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0166666666666667,3.063702,2.79075,2.79075,4.53,2.950833,3.063702,2.79075,2.79075,4.53,2.950833,0,0,0,0,0
0.0,1.361934,1.243318,1.243318,2.29,1.282335,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
804.0,11.506851,11.413451,11.413451,15.05,10.5,111018.098448,110116.975248,110116.975248,145202.4,101304.0,0,0,0,0,0
2.0,10.495547,10.412021,10.412021,14.55,10.4,419.82188,416.48084,416.48084,582.0,416.0,0,0,0,0,0
157.0,6.491681,6.418471,6.418471,8.64,5.7,20383.87834,20153.99894,20153.99894,27129.6,17898.0,0,0,0,0,0
5.75,12.875,11.684062,11.684062,18.92,12.875,296.125,268.733426,268.733426,435.16,296.125,0,0,0,0,0
35.6666666666667,6.33096,5.869983,5.869983,8.35,4.504583,5419.30176,5024.705448,5024.705448,7147.6,3855.923048,0,0,0,0,0
19.9583333333333,6.575595,6.106261,6.106261,8.35,4.710833,3149.710005,2924.899019,2924.899019,3999.65,2256.489007,0,0,0,0,0
0.0,1.475151,1.346675,1.346675,2.15,1.539667,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,2.79841,2.55059,2.55059,3.95,2.860333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,1.763131,1.605371,1.605371,2.56,1.733333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0166666666666667,1.430048,1.304491,1.304491,1.99,1.458167,1.430048,1.304491,1.304491,1.99,1.458167,0,0,0,0,0
48.3333333333333,20.019226,19.897203,19.897203,26.71,18.7,11611.15108,11540.37774,11540.37774,15491.8,10846.0,0,0,0,0,0
0.0121333333333333,10.949493,9.936665,9.936665,15.59,10.95,1.992807726,1.80847303,1.80847303,2.83738,1.9929,0,0,0,0,0
0.0,20.886677,18.958621,18.958621,26.087766,20.913333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,23.274633,21.486411,21.486411,32.702318,22.805,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
24.0833333333333,6.607738,6.143646,6.143646,8.35,4.710833,3819.272564,3551.027388,3551.027388,4826.3,2722.861474,0,0,0,0,0
0.0,35.824278,33.22694,33.22694,61.95,25.526667,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
15.8333333333333,6.608672,6.144597,6.144597,8.67,4.710833,2511.29536,2334.94686,2334.94686,3294.6,1790.11654,0,0,0,0,0
0.0,6.520417,5.917278,5.917278,9.282005,6.835417,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
0.0,6.173501,5.646251,5.646251,8.65,5.7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
176.0,8.545112,8.466943,8.466943,11.1,7.7,18047.276544,17882.183616,17882.183616,23443.2,16262.4,0,0,0,0,0
2068.36111111111,1.625176,1.504242,1.504238,2.39,1.201389,121012.230136,112007.363562,112007.065718,177961.79,89456.626329,0,0,0,0,0
0.0,1.031593,0.951632,0.951632,1.94,0.864444,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
