CODSUPERVISOR,CODGERENTE,POSICAO,DATA,CODUSUR,CODFILIAL,CODEPTO,CODFORNEC,CODPROD,CODCLI,VLVENDA,VLCUSTOFIN,QT,QTBNF,QTCLIENTE,PESO,QTPED,VLBONIFIC
55,1,F,2023-11-08,1135,2,3,4,2029,124638,87.5,64.5436,50,0,1,4.25,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2030,124638,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2030,130720,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2030,133292,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2030,137513,87.5,77.00208,50,10,1,5.1,2,17.5
55,1,F,2023-11-08,1135,2,3,4,2047,133292,87.5,64.5723,50,0,1,4.25,1,0.0
55,1,F,2023-11-08,1135,2,3,4,103991,130720,87.5,64.6067,50,0,1,4.5,1,0.0
55,1,F,2023-11-13,1135,2,3,4,2030,111771,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-14,846,2,3,4,2028,112360,87.5,64.24715,50,0,1,4.25,1,0.0
55,1,F,2023-11-14,846,2,3,4,2030,112360,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-14,846,2,3,4,2030,132403,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-14,846,2,3,4,103991,112360,87.5,64.6067,50,0,1,4.5,1,0.0
55,1,F,2023-11-14,964,2,3,4,103991,124540,87.5,64.6067,50,0,1,4.5,1,0.0
55,1,F,2023-11-16,846,2,3,4,2030,121260,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-16,1135,2,3,4,2028,119801,87.5,64.24715,50,0,1,4.25,1,0.0
55,1,F,2023-11-16,1135,2,3,4,2030,5791,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-16,1135,2,3,4,124409,119801,87.5,61.98175,50,0,1,4.25,1,0.0
55,1,F,2023-11-20,1135,2,3,4,2030,115696,87.5,63.5794,50,0,1,4.25,1,0.0
55,1,F,2023-11-20,1135,2,3,4,2047,3466,87.5,64.5723,50,0,1,4.25,1,0.0
55,1,F,2023-11-20,1135,2,3,4,2048,3466,87.5,64.3343,50,0,1,4.25,1,0.0
55,1,F,2023-11-20,1135,2,3,4,103991,3466,87.5,64.6067,50,0,1,4.5,1,0.0
55,1,F,2023-11-20,1135,2,3,4,109270,3466,87.5,64.57225,50,0,1,4.25,1,0.0
55,1,F,2023-11-21,846,2,3,4,2028,5456,87.5,64.24715,50,0,1,4.25,1,0.0
55,1,F,2023-11-21,846,2,3,4,2030,112360,87.5,63.5794,50,0,1,4.25,1,0.0
55,1,F,2023-11-21,846,2,3,4,2030,130192,87.5,63.5794,50,0,1,4.25,1,0.0
55,1,F,2023-11-21,846,2,3,4,2047,130192,87.5,64.5723,50,0,1,4.25,1,0.0
55,1,F,2023-11-21,846,2,3,4,2048,130192,87.5,64.3343,50,0,1,4.25,1,0.0
55,1,F,2023-11-21,846,2,3,4,103991,130192,87.5,64.6067,50,0,1,4.5,1,0.0
55,1,F,2023-11-22,1135,2,3,4,2048,140961,87.5,64.3343,50,0,1,4.25,1,0.0
55,1,F,2023-11-22,1135,2,3,4,124409,137513,87.5,61.98175,50,0,1,4.25,1,0.0
55,1,F,2023-11-23,1135,2,3,4,2030,102094,87.5,63.5794,50,0,1,4.25,1,0.0
55,1,F,2023-11-23,1135,2,3,4,2047,102094,87.5,64.5723,50,0,1,4.25,1,0.0
52,1,F,2023-11-16,475,2,3,4,2048,124094,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-16,894,2,3,4,2048,136552,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-16,894,2,3,4,103991,136552,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-16,1116,2,3,4,2048,103763,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-16,1266,2,3,4,2048,114474,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-17,451,2,3,4,124409,134469,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-17,451,2,3,4,124409,140492,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-17,911,2,3,4,2030,123836,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-17,1266,2,3,4,2030,132659,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-17,1266,2,3,4,2048,137531,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-17,1408,2,3,4,2030,106249,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-20,475,2,3,4,2030,8904,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-20,1408,2,3,4,2028,111037,87.5,64.24715,50,0,1,4.25,1,0.0
52,1,F,2023-11-20,1408,2,3,4,2028,120785,87.5,64.24715,50,0,1,4.25,1,0.0
52,1,F,2023-11-20,1408,2,3,4,2028,132136,87.5,64.24715,50,0,1,4.25,1,0.0
52,1,F,2023-11-20,1408,2,3,4,2029,111037,87.5,64.5436,50,0,1,4.25,1,0.0
52,1,F,2023-11-20,1408,2,3,4,2048,132764,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-20,1408,2,3,4,103991,111037,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-20,1408,2,3,4,109270,132764,87.5,64.57225,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,451,2,3,4,2029,120317,87.5,64.5436,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,451,2,3,4,2030,120317,87.5,63.5794,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,451,2,3,4,2048,120317,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,451,2,3,4,103991,120317,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-21,911,2,3,4,2030,103273,87.5,63.5794,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1004,2,3,4,2048,114999,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1266,2,3,4,2028,2700,87.5,64.24715,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1266,2,3,4,2029,2700,87.5,64.5436,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1266,2,3,4,2030,2700,87.5,63.5794,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1266,2,3,4,2032,2700,87.5,64.60675,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1266,2,3,4,2035,2700,87.5,64.60625,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1266,2,3,4,103991,2700,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-21,1266,2,3,4,124409,2700,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1408,2,3,4,2028,111677,87.5,64.24715,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1408,2,3,4,2030,111677,87.5,63.5794,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1408,2,3,4,2048,111939,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1408,2,3,4,2056,111677,87.5,64.298,50,0,1,4.25,1,0.0
52,1,F,2023-11-21,1408,2,3,4,103991,111677,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-21,1408,2,3,4,124409,111939,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-22,451,2,3,4,103991,121639,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-22,1266,2,3,4,2048,137531,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-23,1408,2,3,4,2048,126919,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,L,2023-11-23,451,2,3,4,2048,105829,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,L,2023-11-23,1005,2,3,4,2035,111830,87.5,64.60625,50,0,1,4.25,1,0.0
52,1,L,2023-11-23,1266,2,3,4,2029,1017,87.5,64.5436,50,0,1,4.25,1,0.0
52,1,L,2023-11-23,1266,2,3,4,2030,1017,87.5,63.5794,50,0,1,4.25,1,0.0
52,1,L,2023-11-23,1408,2,3,4,124409,119609,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,L,2023-11-24,1005,2,3,4,2029,2975,87.5,64.5436,50,0,1,4.25,1,0.0
52,1,L,2023-11-24,1005,2,3,4,2030,2975,87.5,63.5794,50,0,1,4.25,1,0.0
52,1,L,2023-11-24,1005,2,3,4,2047,2975,87.5,64.5723,50,0,1,4.25,1,0.0
52,1,L,2023-11-24,1005,2,3,4,2048,2975,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,L,2023-11-24,1005,2,3,4,103991,2975,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,L,2023-11-24,1005,2,3,4,105807,2975,87.5,64.60675,50,0,1,4.25,1,0.0
52,1,L,2023-11-24,1005,2,3,4,124409,2975,87.5,61.98175,50,0,1,4.25,1,0.0
55,1,F,2023-11-01,1072,2,3,4,2030,129885,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-01,1135,2,3,4,2030,5791,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-02,1135,2,3,4,2030,132867,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-02,1135,2,3,4,103991,132867,87.5,64.6065,50,0,1,4.5,1,0.0
55,1,F,2023-11-03,846,2,3,4,2030,119572,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-03,846,2,3,4,2048,119572,87.5,64.1437,50,0,1,4.25,1,0.0
52,1,F,2023-11-07,1408,2,3,4,103991,136796,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-08,451,2,3,4,2030,120317,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-08,451,2,3,4,2047,120317,87.5,64.5723,50,0,1,4.25,1,0.0
52,1,F,2023-11-08,451,2,3,4,2048,106496,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-08,1004,2,3,4,2048,917,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-08,1116,2,3,4,2047,139920,87.5,64.5723,50,0,1,4.25,1,0.0
52,1,F,2023-11-08,1116,2,3,4,2048,123488,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-08,1266,2,3,4,2048,137531,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,451,2,3,4,2030,131336,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,451,2,3,4,2048,131801,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,451,2,3,4,124409,131801,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,1005,2,3,4,2028,5375,87.5,64.24715,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,1005,2,3,4,2029,5375,87.5,64.5436,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,1005,2,3,4,2032,5375,87.5,64.60675,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,1005,2,3,4,2047,5375,87.5,64.5723,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,1005,2,3,4,2048,5375,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,1005,2,3,4,103991,5375,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-09,1005,2,3,4,105807,5375,87.5,64.60675,50,0,1,4.25,1,0.0
52,1,F,2023-11-09,1005,2,3,4,109270,5375,87.5,64.57225,50,0,1,4.25,1,0.0
52,1,F,2023-11-10,451,2,3,4,2030,108914,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-10,451,2,3,4,124409,7855,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-11,1408,2,3,4,2048,121216,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,451,2,3,4,2028,134967,87.5,64.24715,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,451,2,3,4,2030,2738,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,451,2,3,4,2030,134967,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,451,2,3,4,103991,134967,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-13,451,2,3,4,124409,2738,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,451,2,3,4,124409,134967,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,894,2,3,4,2029,92,87.5,64.5436,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,894,2,3,4,103991,92,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-13,911,2,3,4,2030,140190,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1266,2,3,4,2029,105125,87.5,64.5436,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1266,2,3,4,2030,115755,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1266,2,3,4,2047,115755,87.5,64.5723,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1266,2,3,4,2048,115755,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1408,2,3,4,2028,132136,87.5,64.24715,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1408,2,3,4,2030,131476,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1408,2,3,4,2048,125973,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1408,2,3,4,105807,131476,87.5,64.60675,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1408,2,3,4,109270,123440,87.5,64.57225,50,0,1,4.25,1,0.0
52,1,F,2023-11-13,1408,2,3,4,109270,131476,87.5,64.57225,50,0,1,4.25,1,0.0
52,1,F,2023-11-14,451,2,3,4,2028,120317,87.5,64.24715,50,0,1,4.25,1,0.0
52,1,F,2023-11-14,451,2,3,4,2030,120317,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-14,451,2,3,4,103991,120317,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-14,451,2,3,4,124409,120317,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-14,1005,2,3,4,2047,7217,87.5,64.5723,50,0,1,4.25,1,0.0
52,1,F,2023-11-14,1005,2,3,4,2048,7217,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-14,1005,2,3,4,109270,7217,87.5,64.57225,50,0,1,4.25,1,0.0
52,1,F,2023-11-14,1408,2,3,4,2030,129941,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-14,1408,2,3,4,109270,129941,87.5,64.57225,50,0,1,4.25,1,0.0
52,1,F,2023-11-15,451,2,3,4,2030,101533,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-15,1004,2,3,4,2030,901,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-16,451,2,3,4,2030,2708,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-16,451,2,3,4,2030,3149,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-16,451,2,3,4,2056,3149,87.5,64.298,50,0,1,4.25,1,0.0
49,1,F,2023-11-21,905,2,3,4,2030,117105,87.5,63.5794,50,0,1,4.25,1,0.0
49,1,F,2023-11-21,905,2,3,4,2030,118417,87.5,63.5794,50,0,1,4.25,1,0.0
49,1,F,2023-11-21,905,2,3,4,103991,117105,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-21,909,2,3,4,2030,117515,87.5,63.5794,50,0,1,4.25,1,0.0
49,1,F,2023-11-21,909,2,3,4,2048,117515,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,F,2023-11-21,909,2,3,4,124409,117515,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-22,905,2,3,4,2030,110680,87.5,63.5794,50,0,1,4.25,1,0.0
49,1,F,2023-11-22,905,2,3,4,2030,140026,87.5,63.5794,50,0,1,4.25,1,0.0
49,1,F,2023-11-22,914,2,3,4,2028,108880,87.5,64.24715,50,0,1,4.25,1,0.0
49,1,F,2023-11-22,914,2,3,4,103991,108880,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-22,914,2,3,4,103991,126260,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-22,914,2,3,4,124409,114743,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-22,927,2,3,4,2030,103346,87.5,63.5794,50,0,1,4.25,1,0.0
49,1,F,2023-11-22,927,2,3,4,2030,131183,87.5,124.5338,50,50,1,8.5,2,87.5
49,1,F,2023-11-22,927,2,3,4,2047,131183,87.5,64.5723,50,0,1,4.25,1,0.0
49,1,F,2023-11-22,927,2,3,4,2048,131183,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,F,2023-11-22,927,2,3,4,103991,103346,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-22,927,2,3,4,103991,131183,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-22,927,2,3,4,124409,131183,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-22,944,2,3,4,2029,137742,87.5,64.5436,50,0,1,4.25,1,0.0
49,1,F,2023-11-23,909,2,3,4,2030,136675,87.5,63.5794,50,0,1,4.25,1,0.0
49,1,L,2023-11-22,1045,2,3,4,2029,127908,87.5,70.73546,50,5,1,4.675,2,8.75
49,1,L,2023-11-23,690,2,3,4,2028,5606,87.5,64.24715,50,0,1,4.25,1,0.0
49,1,L,2023-11-23,690,2,3,4,2030,5606,87.5,63.5794,50,0,1,4.25,1,0.0
49,1,L,2023-11-23,690,2,3,4,2035,5606,87.5,64.60625,50,0,1,4.25,1,0.0
49,1,L,2023-11-23,690,2,3,4,2048,5606,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,L,2023-11-23,690,2,3,4,103991,5606,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,L,2023-11-23,690,2,3,4,124409,5606,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,L,2023-11-23,690,2,3,4,124409,127716,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,L,2023-11-24,690,2,3,4,124409,128170,87.5,61.98175,50,0,1,4.25,1,0.0
52,1,F,2023-11-01,451,2,3,4,103991,132790,87.5,64.6065,50,0,1,4.5,1,0.0
52,1,F,2023-11-01,475,2,3,4,2048,129295,87.5,64.1437,50,0,1,4.25,1,0.0
52,1,F,2023-11-01,1266,2,3,4,2030,141464,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-01,1266,2,3,4,2048,141464,87.5,64.1437,50,0,1,4.25,1,0.0
52,1,F,2023-11-02,553,2,3,4,2047,131476,87.5,64.49215,50,0,1,4.25,1,0.0
52,1,F,2023-11-02,553,2,3,4,2048,131476,87.5,64.1437,50,0,1,4.25,1,0.0
52,1,F,2023-11-02,553,2,3,4,103991,131476,87.5,64.6065,50,0,1,4.5,1,0.0
52,1,F,2023-11-02,894,2,3,4,2030,136071,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-02,894,2,3,4,103991,136071,87.5,64.6065,50,0,1,4.5,1,0.0
52,1,F,2023-11-02,894,2,3,4,103991,136552,87.5,64.6065,50,0,1,4.5,1,0.0
52,1,F,2023-11-04,451,2,3,4,2030,2687,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,451,2,3,4,2030,141582,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,451,2,3,4,2048,125624,87.5,64.1437,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,451,2,3,4,2048,141582,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,451,2,3,4,103991,3123,87.5,64.6065,50,0,1,4.5,1,0.0
52,1,F,2023-11-06,451,2,3,4,103991,141582,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-06,911,2,3,4,2030,129261,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,911,2,3,4,2030,140447,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,1004,2,3,4,2030,899,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,1004,2,3,4,2030,7090,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,1004,2,3,4,2030,107854,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,1005,2,3,4,2030,102012,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,1005,2,3,4,2030,128255,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,1408,2,3,4,2030,132136,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-06,1408,2,3,4,103991,132136,87.5,64.6067,50,0,1,4.5,1,0.0
52,1,F,2023-11-07,911,2,3,4,2048,3038,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-07,1266,2,3,4,2030,7477,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-07,1408,2,3,4,2030,136796,87.5,64.6059,50,0,1,4.25,1,0.0
52,1,F,2023-11-07,1408,2,3,4,2048,2740,87.5,64.3343,50,0,1,4.25,1,0.0
52,1,F,2023-11-07,1408,2,3,4,2048,136796,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2028,2845,87.5,64.24715,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2028,103423,87.5,64.24715,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2029,2845,87.5,64.5436,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2032,2845,87.5,64.60675,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2035,2845,87.5,64.60625,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2035,103423,87.5,64.60625,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2047,2845,87.5,64.5723,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2047,103423,87.5,64.5723,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2048,2845,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2048,103423,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,2056,103423,87.5,64.298,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,103991,103423,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-13,914,2,3,4,105807,2845,87.5,64.60675,50,0,1,4.25,1,0.0
49,1,F,2023-11-13,914,2,3,4,124409,2845,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-14,905,2,3,4,2028,660,87.5,64.24715,50,0,1,4.25,1,0.0
49,1,F,2023-11-14,905,2,3,4,2030,660,87.5,64.6059,50,0,1,4.25,1,0.0
49,1,F,2023-11-14,905,2,3,4,2035,660,87.5,64.60625,50,0,1,4.25,1,0.0
49,1,F,2023-11-14,905,2,3,4,124409,660,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-14,914,2,3,4,2030,123058,87.5,64.6059,50,0,1,4.25,1,0.0
49,1,F,2023-11-14,914,2,3,4,2035,123058,87.5,64.60625,50,0,1,4.25,1,0.0
49,1,F,2023-11-14,914,2,3,4,2048,123058,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,F,2023-11-14,914,2,3,4,103991,123058,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-14,914,2,3,4,103991,133090,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-14,914,2,3,4,124409,123058,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-14,927,2,3,4,2030,141152,87.5,64.6059,50,0,1,4.25,1,0.0
49,1,F,2023-11-15,905,2,3,4,2029,4411,87.5,64.5436,50,0,1,4.25,1,0.0
49,1,F,2023-11-15,914,2,3,4,2030,120008,87.5,64.6059,50,0,1,4.25,1,0.0
49,1,F,2023-11-15,914,2,3,4,103991,120189,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-15,944,2,3,4,124409,141162,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,905,2,3,4,2029,113431,87.5,64.5436,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,905,2,3,4,2035,6428,87.5,64.60625,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,905,2,3,4,2048,113431,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,905,2,3,4,2048,118027,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,905,2,3,4,2056,113431,87.5,64.298,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,905,2,3,4,2056,118027,87.5,64.298,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,905,2,3,4,103991,113431,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-16,905,2,3,4,103991,118027,87.5,64.6067,50,0,1,4.5,1,0.0
49,1,F,2023-11-16,905,2,3,4,124409,6428,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,905,2,3,4,124409,113431,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,909,2,3,4,2030,1351,87.5,64.6059,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,909,2,3,4,2030,120280,87.5,64.6059,50,0,1,4.25,1,0.0
49,1,F,2023-11-16,909,2,3,4,124409,1351,87.5,61.98175,50,0,1,4.25,1,0.0
49,1,F,2023-11-17,914,2,3,4,2028,2654,87.5,64.24715,50,0,1,4.25,1,0.0
49,1,F,2023-11-17,914,2,3,4,2029,2654,87.5,64.5436,50,0,1,4.25,1,0.0
49,1,F,2023-11-17,914,2,3,4,2047,2654,87.5,64.5723,50,0,1,4.25,1,0.0
49,1,F,2023-11-17,914,2,3,4,105807,2654,87.5,64.60675,50,0,1,4.25,1,0.0
49,1,F,2023-11-18,1045,2,3,4,103991,4338,87.5,95.59755,50,25,1,6.75,2,43.75
49,1,F,2023-11-20,905,2,3,4,2048,115223,87.5,64.3343,50,0,1,4.25,1,0.0
49,1,F,2023-11-20,905,2,3,4,2056,115223,87.5,64.298,50,0,1,4.25,1,0.0
49,1,F,2023-11-20,922,2,3,4,2030,121150,87.5,64.6059,50,0,1,4.25,1,0.0
49,1,F,2023-11-20,944,2,3,4,2030,141961,87.5,64.6059,50,0,1,4.25,1,0.0
49,1,F,2023-11-21,905,2,3,4,2029,117105,87.5,64.5436,50,0,1,4.25,1,0.0
26,1,F,2023-11-08,1059,2,3,4,2030,108794,87.5,64.6059,50,0,1,4.25,1,0.0
26,1,F,2023-11-08,1059,2,3,4,2030,140915,87.5,64.6059,50,0,1,4.25,1,0.0
26,1,F,2023-11-08,1059,2,3,4,2048,131331,87.5,64.3343,50,0,1,4.25,1,0.0
26,1,F,2023-11-08,1059,2,3,4,103991,131331,87.5,64.6067,50,0,1,4.5,1,0.0
26,1,F,2023-11-14,1059,2,3,4,2030,107303,87.5,64.6059,50,0,1,4.25,1,0.0
26,1,F,2023-11-15,1059,2,3,4,2030,7316,87.5,64.6059,50,0,1,4.25,1,0.0
