CODSUPERVISOR,CODGERENTE,POSICAO,DATA,CODUSUR,CODFILIAL,CODEPTO,CODFORNEC,CODPROD,CODCLI,VLVENDA,VLCUSTOFIN,QT,QTBNF,QTCLIENTE,PESO,QTPED,VLBONIFIC
40,2,F,2023-11-17,793,2,3,4,2037,135015,39.9,28.27035,30,0,1,2.22,1,0.0
52,1,F,2023-11-13,451,2,3,4,2037,5343,39.9,29.46735,30,0,1,2.22,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2047,137513,43.75,32.28615,25,0,1,2.125,1,0.0
26,1,F,2023-11-15,1059,2,3,4,2029,7316,43.75,32.2718,25,0,1,2.125,1,0.0
55,1,F,2023-11-20,1135,2,3,4,2029,3466,43.75,32.2718,25,0,1,2.125,1,0.0
52,1,L,2023-11-23,451,2,3,4,2030,105829,43.75,31.7897,25,0,1,2.125,1,0.0
52,1,L,2023-11-24,1408,2,3,4,2030,122295,43.75,31.7897,25,0,1,2.125,1,0.0
52,1,L,2023-11-24,1408,2,3,4,124409,122295,43.75,30.990875,25,0,1,2.125,1,0.0
52,1,F,2023-11-20,1266,2,3,4,2028,105125,43.75,32.123575,25,0,1,2.125,1,0.0
52,1,F,2023-11-07,1004,2,3,4,2048,1030,43.75,32.16715,25,0,1,2.125,1,0.0
52,1,F,2023-11-13,451,2,3,4,2029,141309,43.75,32.2718,25,0,1,2.125,1,0.0
52,1,F,2023-11-13,451,2,3,4,2030,131392,43.75,32.30295,25,0,1,2.125,1,0.0
52,1,F,2023-11-13,451,2,3,4,2030,141309,43.75,32.30295,25,0,1,2.125,1,0.0
52,1,F,2023-11-13,451,2,3,4,2048,121695,43.75,32.16715,25,0,1,2.125,1,0.0
52,1,F,2023-11-13,451,2,3,4,124409,121695,43.75,30.990875,25,0,1,2.125,1,0.0
52,1,F,2023-11-16,1116,2,3,4,2047,127334,43.75,32.28615,25,0,1,2.125,1,0.0
52,1,F,2023-11-16,1116,2,3,4,2048,127334,43.75,32.16715,25,0,1,2.125,1,0.0
49,1,F,2023-11-22,905,2,3,4,124409,607,43.75,30.990875,25,0,1,2.125,1,0.0
49,1,F,2023-11-22,927,2,3,4,2048,103346,43.75,32.16715,25,0,1,2.125,1,0.0
49,1,F,2023-11-22,944,2,3,4,124409,137742,43.75,30.990875,25,0,1,2.125,1,0.0
52,1,F,2023-11-03,1266,2,3,4,2030,124093,43.75,32.30295,25,0,1,2.125,1,0.0
49,1,F,2023-11-14,905,2,3,4,2030,119141,43.75,32.30295,25,0,1,2.125,1,0.0
49,1,F,2023-11-14,905,2,3,4,103991,119141,43.75,32.30335,25,0,1,2.25,1,0.0
49,1,F,2023-11-14,909,2,3,4,2030,136781,43.75,32.30295,25,0,1,2.125,1,0.0
49,1,F,2023-11-15,909,2,3,4,2029,140775,43.75,32.2718,25,0,1,2.125,1,0.0
49,1,F,2023-11-15,909,2,3,4,124409,140775,43.75,30.990875,25,0,1,2.125,1,0.0
49,1,F,2023-11-16,905,2,3,4,103991,6428,43.75,32.30335,25,0,1,2.25,1,0.0
49,1,F,2023-11-21,905,2,3,4,103991,118417,43.75,32.30335,25,0,1,2.25,1,0.0
49,1,F,2023-11-22,905,2,3,4,2029,607,43.75,32.2718,25,0,1,2.125,1,0.0
49,1,F,2023-11-01,905,2,3,4,2030,133355,43.75,32.30295,25,0,1,2.125,1,0.0
49,1,F,2023-11-02,909,2,3,4,2048,140775,43.75,32.07185,25,0,1,2.125,1,0.0
49,1,F,2023-11-03,690,2,3,4,2030,2050,43.75,32.30295,25,0,1,2.125,1,0.0
49,1,F,2023-11-03,905,2,3,4,2030,114749,43.75,32.30295,25,0,1,2.125,1,0.0
49,1,F,2023-11-06,690,2,3,4,2030,7530,43.75,32.30295,25,0,1,2.125,1,0.0
49,1,F,2023-11-07,905,2,3,4,2030,137755,43.75,32.30295,25,0,1,2.125,1,0.0
49,1,F,2023-11-10,905,2,3,4,2030,106719,43.75,32.30295,25,0,1,2.125,1,0.0
26,1,F,2023-11-21,1059,2,3,4,2029,114680,43.75,32.2718,25,0,1,2.125,1,0.0
40,2,F,2023-11-07,1358,2,3,4,2030,141799,43.75,32.30295,25,0,1,2.125,1,0.0
40,2,F,2023-11-15,793,2,3,4,2030,135999,43.75,30.99045,25,0,1,2.125,1,0.0
26,1,F,2023-11-08,1059,2,3,4,2048,140915,43.75,32.16715,25,0,1,2.125,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2048,137513,43.75,32.16715,25,0,1,2.125,1,0.0
49,1,F,2023-11-22,927,2,3,4,2041,103346,45.75,33.6618,25,0,1,2.125,1,0.0
49,1,F,2023-11-22,927,2,3,4,2040,103346,45.75,33.7757,25,0,1,2.125,1,0.0
52,1,L,2023-11-24,1266,2,3,4,2070,1017,51.84,34.99992,8,0,1,4.0,1,0.0
49,1,F,2023-11-16,905,2,3,4,2056,6428,52.5,38.5788,30,0,1,2.55,1,0.0
26,1,F,2023-11-21,1059,2,3,4,2030,114680,52.5,38.14764,30,0,1,2.55,1,0.0
49,1,F,2023-11-03,905,2,3,4,2056,114749,52.5,38.50416,30,0,1,2.55,1,0.0
52,1,F,2023-11-08,1005,2,3,4,102419,124301,60.0,44.2943,25,0,1,2.475,1,0.0
49,1,F,2023-11-02,909,2,3,4,102419,140775,60.0,44.2943,25,0,1,2.475,1,0.0
49,1,F,2023-11-09,690,2,3,4,102426,2011,60.0,44.2976,25,0,1,24.75,1,0.0
49,1,F,2023-11-07,909,2,3,4,2061,117515,60.0,44.197925,25,0,1,2.475,1,0.0
49,1,F,2023-11-09,690,2,3,4,102419,2011,60.0,44.2943,25,0,1,2.475,1,0.0
49,1,F,2023-11-03,690,2,3,4,102419,2050,60.0,44.2943,25,0,1,2.475,1,0.0
26,1,F,2023-11-15,998,2,3,4,2037,130429,63.0,49.00725,50,0,1,3.7,1,0.0
55,1,F,2023-11-01,1135,2,3,4,2070,119801,64.8,43.7499,10,0,1,5.0,1,0.0
55,1,F,2023-11-08,1072,2,3,4,2070,114662,64.8,43.7499,10,0,1,5.0,1,0.0
26,1,F,2023-11-01,868,2,3,4,2037,141260,66.5,49.112,50,0,1,3.7,1,0.0
26,1,F,2023-11-01,868,2,3,4,2039,141260,66.5,49.1122,50,0,1,3.7,1,0.0
26,1,F,2023-11-01,907,2,3,4,2037,117326,66.5,49.112,50,0,1,3.7,1,0.0
26,1,F,2023-11-01,907,2,3,4,2037,133425,66.5,49.112,50,0,1,3.7,1,0.0
26,1,F,2023-11-01,907,2,3,4,2038,133425,66.5,48.37165,50,0,1,3.7,1,0.0
26,1,F,2023-11-01,998,2,3,4,2037,124937,66.5,49.112,50,0,1,3.7,1,0.0
26,1,F,2023-11-01,998,2,3,4,109290,124937,66.5,48.83555,50,0,1,3.7,1,0.0
26,1,F,2023-11-08,1059,2,3,4,109290,131331,66.5,48.83555,50,0,1,3.7,1,0.0
26,1,F,2023-11-15,998,2,3,4,2037,103070,66.5,49.11225,50,0,1,3.7,1,0.0
40,2,F,2023-11-08,793,2,3,4,2037,126416,66.5,47.11725,50,0,1,3.7,1,0.0
40,2,F,2023-11-08,793,2,3,4,2038,126416,66.5,46.37665,50,0,1,3.7,1,0.0
40,2,F,2023-11-08,793,2,3,4,109290,126416,66.5,46.84055,50,0,1,3.7,1,0.0
47,3,F,2023-11-13,431,2,3,4,2037,104271,66.5,49.11225,50,0,1,3.7,1,0.0
47,3,F,2023-11-22,431,2,3,4,2037,115322,66.5,49.11225,50,0,1,3.7,1,0.0
47,3,F,2023-11-22,431,2,3,4,2039,115322,66.5,49.1122,50,0,1,3.7,1,0.0
49,1,F,2023-11-01,944,2,3,4,109290,131385,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-02,909,2,3,4,2037,104408,66.5,49.112,50,0,1,3.7,1,0.0
49,1,F,2023-11-02,909,2,3,4,109290,104408,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,690,2,3,4,2037,2050,66.5,49.112,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,690,2,3,4,2037,5606,66.5,49.112,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,690,2,3,4,2037,117338,66.5,49.112,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,690,2,3,4,2038,5606,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,690,2,3,4,2039,5606,66.5,49.1122,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,690,2,3,4,109290,1999,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,690,2,3,4,109290,5606,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,927,2,3,4,2037,1246,66.5,49.112,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,927,2,3,4,2037,112325,66.5,49.112,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,927,2,3,4,2038,1246,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,927,2,3,4,2039,1246,66.5,49.1122,50,0,1,3.7,1,0.0
49,1,F,2023-11-03,927,2,3,4,109290,1246,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,690,2,3,4,2037,8955,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,690,2,3,4,2037,133525,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,690,2,3,4,2038,125882,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,905,2,3,4,2039,137755,66.5,49.1122,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,909,2,3,4,2037,8507,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,909,2,3,4,2038,117515,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,909,2,3,4,109290,117515,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,922,2,3,4,2037,124795,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,927,2,3,4,2038,106845,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,927,2,3,4,2039,106845,66.5,49.1122,50,0,1,3.7,1,0.0
49,1,F,2023-11-07,927,2,3,4,109290,106845,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-08,905,2,3,4,2038,4411,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-08,927,2,3,4,2038,114289,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-08,927,2,3,4,2038,140035,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-08,927,2,3,4,2039,114289,66.5,49.1122,50,0,1,3.7,1,0.0
49,1,F,2023-11-08,927,2,3,4,109290,114289,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-09,690,2,3,4,2037,2011,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-10,909,2,3,4,2037,115637,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-14,909,2,3,4,2038,136781,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-14,909,2,3,4,109290,136781,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-14,927,2,3,4,2037,134470,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-17,690,2,3,4,2037,128630,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-20,690,2,3,4,2037,134939,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-20,690,2,3,4,2038,134939,66.5,48.37165,50,0,1,3.7,1,0.0
49,1,F,2023-11-20,944,2,3,4,109290,141961,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-21,690,2,3,4,109290,140149,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-21,922,2,3,4,109290,137108,66.5,48.83555,50,0,1,3.7,1,0.0
49,1,F,2023-11-22,944,2,3,4,2037,117589,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-22,944,2,3,4,2037,137742,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-22,944,2,3,4,2039,117589,66.5,49.1122,50,0,1,3.7,1,0.0
49,1,F,2023-11-23,909,2,3,4,2037,136675,66.5,49.11225,50,0,1,3.7,1,0.0
49,1,F,2023-11-23,909,2,3,4,2038,136675,66.5,48.2504,50,0,1,3.7,1,0.0
49,1,L,2023-11-22,1045,2,3,4,2037,127908,66.5,53.823975,50,5,1,4.07,2,6.65
52,1,F,2023-11-01,475,2,3,4,2037,129295,66.5,49.112,50,0,1,3.7,1,0.0
52,1,F,2023-11-01,553,2,3,4,2037,122152,66.5,49.112,50,0,1,3.7,1,0.0
52,1,F,2023-11-01,553,2,3,4,2038,122152,66.5,48.37165,50,0,1,3.7,1,0.0
52,1,F,2023-11-01,553,2,3,4,109290,122152,66.5,48.83555,50,0,1,3.7,1,0.0
52,1,F,2023-11-01,1004,2,3,4,2037,127794,66.5,49.112,50,0,1,3.7,1,0.0
52,1,F,2023-11-02,553,2,3,4,2037,140823,66.5,49.112,50,0,1,3.7,1,0.0
52,1,F,2023-11-06,451,2,3,4,2037,132696,66.5,49.112,50,0,1,3.7,1,0.0
52,1,F,2023-11-06,911,2,3,4,2037,114675,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-06,1005,2,3,4,2037,128255,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-06,1116,2,3,4,2038,130530,66.5,48.37165,50,0,1,3.7,1,0.0
52,1,F,2023-11-07,1408,2,3,4,2037,136796,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,451,2,3,4,2037,120317,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,451,2,3,4,2038,120317,66.5,48.37165,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,451,2,3,4,2039,120317,66.5,49.1122,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,1004,2,3,4,2037,917,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,1004,2,3,4,2038,917,66.5,48.37165,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,1116,2,3,4,2037,128939,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,1116,2,3,4,2037,139920,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,1408,2,3,4,2037,128351,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,1408,2,3,4,2038,128351,66.5,48.37165,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,1408,2,3,4,2039,124083,66.5,49.1122,50,0,1,3.7,1,0.0
52,1,F,2023-11-08,1408,2,3,4,109290,128351,66.5,48.83555,50,0,1,3.7,1,0.0
52,1,F,2023-11-09,1005,2,3,4,2037,5375,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-09,1005,2,3,4,2038,5375,66.5,48.37165,50,0,1,3.7,1,0.0
52,1,F,2023-11-09,1005,2,3,4,2039,5375,66.5,49.1122,50,0,1,3.7,1,0.0
52,1,F,2023-11-09,1005,2,3,4,109290,5375,66.5,48.83555,50,0,1,3.7,1,0.0
52,1,F,2023-11-09,1408,2,3,4,2037,116892,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-09,1408,2,3,4,2037,129244,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-09,1408,2,3,4,109290,116892,66.5,48.83555,50,0,1,3.7,1,0.0
52,1,F,2023-11-10,451,2,3,4,2037,141328,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-11,1408,2,3,4,2037,121216,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-11,1408,2,3,4,2037,122295,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-13,451,2,3,4,2037,127436,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-13,894,2,3,4,2037,92,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-13,1408,2,3,4,2037,123440,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-13,1408,2,3,4,2038,131476,66.5,48.37165,50,0,1,3.7,1,0.0
52,1,F,2023-11-13,1408,2,3,4,2039,3105,66.5,49.1122,50,0,1,3.7,1,0.0
52,1,F,2023-11-14,911,2,3,4,2037,131043,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-14,1004,2,3,4,2037,114999,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-14,1005,2,3,4,2038,7217,66.5,48.37165,50,0,1,3.7,1,0.0
52,1,F,2023-11-14,1005,2,3,4,2039,7217,66.5,49.1122,50,0,1,3.7,1,0.0
52,1,F,2023-11-14,1005,2,3,4,109290,7217,66.5,48.83555,50,0,1,3.7,1,0.0
52,1,F,2023-11-15,1004,2,3,4,2037,901,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-15,1004,2,3,4,2037,134661,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-16,894,2,3,4,2037,136552,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-16,1116,2,3,4,2037,141853,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-16,1408,2,3,4,2037,134728,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-17,1266,2,3,4,2037,132659,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-18,1408,2,3,4,2037,128321,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-20,1266,2,3,4,2037,105125,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-20,1408,2,3,4,2037,111037,66.5,96.2295,50,50,1,7.4,2,66.5
52,1,F,2023-11-20,1408,2,3,4,2039,111037,66.5,49.1122,50,0,1,3.7,1,0.0
52,1,F,2023-11-20,1408,2,3,4,109290,111037,66.5,48.83555,50,0,1,3.7,1,0.0
52,1,F,2023-11-21,451,2,3,4,2037,120317,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-21,1266,2,3,4,2037,2700,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,F,2023-11-21,1266,2,3,4,2038,2700,66.5,48.2504,50,0,1,3.7,1,0.0
52,1,F,2023-11-21,1408,2,3,4,2038,111677,66.5,48.2504,50,0,1,3.7,1,0.0
52,1,F,2023-11-21,1408,2,3,4,2039,111677,66.5,49.1122,50,0,1,3.7,1,0.0
52,1,L,2023-11-23,1005,2,3,4,2037,111830,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,L,2023-11-23,1005,2,3,4,2038,111830,66.5,48.2504,50,0,1,3.7,1,0.0
52,1,L,2023-11-23,1005,2,3,4,2039,111830,66.5,49.1122,50,0,1,3.7,1,0.0
52,1,L,2023-11-23,1005,2,3,4,109290,111830,66.5,48.83555,50,0,1,3.7,1,0.0
52,1,L,2023-11-23,1266,2,3,4,2037,1017,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,L,2023-11-23,1266,2,3,4,2038,1017,66.5,48.2504,50,0,1,3.7,1,0.0
52,1,L,2023-11-24,1005,2,3,4,2037,2975,66.5,49.11225,50,0,1,3.7,1,0.0
52,1,L,2023-11-24,1005,2,3,4,2038,2975,66.5,48.2504,50,0,1,3.7,1,0.0
52,1,L,2023-11-24,1005,2,3,4,2039,2975,66.5,49.1122,50,0,1,3.7,1,0.0
52,1,L,2023-11-24,1005,2,3,4,109290,2975,66.5,48.83555,50,0,1,3.7,1,0.0
55,1,F,2023-11-01,1072,2,3,4,2037,117841,66.5,49.112,50,0,1,3.7,1,0.0
55,1,F,2023-11-01,1072,2,3,4,2037,136293,66.5,49.112,50,0,1,3.7,1,0.0
55,1,F,2023-11-01,1072,2,3,4,2038,129885,66.5,48.37165,50,0,1,3.7,1,0.0
55,1,F,2023-11-01,1072,2,3,4,109290,136293,66.5,48.83555,50,0,1,3.7,1,0.0
55,1,F,2023-11-02,846,2,3,4,2037,9670,66.5,49.112,50,0,1,3.7,1,0.0
55,1,F,2023-11-02,1072,2,3,4,2037,123191,66.5,49.112,50,0,1,3.7,1,0.0
55,1,F,2023-11-02,1135,2,3,4,2037,132867,66.5,49.112,50,0,1,3.7,1,0.0
55,1,F,2023-11-03,846,2,3,4,2037,119572,66.5,49.112,50,0,1,3.7,1,0.0
55,1,F,2023-11-06,846,2,3,4,2037,113360,66.5,49.112,50,0,1,3.7,1,0.0
55,1,F,2023-11-06,1135,2,3,4,2038,3616,66.5,48.37165,50,0,1,3.7,1,0.0
55,1,F,2023-11-07,964,2,3,4,2037,104618,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-07,964,2,3,4,2037,141823,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-07,1072,2,3,4,2037,139898,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-07,1072,2,3,4,2038,139898,66.5,48.37165,50,0,1,3.7,1,0.0
55,1,F,2023-11-08,1072,2,3,4,2037,102444,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-08,1072,2,3,4,2037,130566,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-08,1072,2,3,4,2038,130566,66.5,48.37165,50,0,1,3.7,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2037,124638,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2037,130720,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2038,124638,66.5,48.37165,50,0,1,3.7,1,0.0
55,1,F,2023-11-08,1135,2,3,4,2039,130720,66.5,49.1122,50,0,1,3.7,1,0.0
55,1,F,2023-11-08,1135,2,3,4,109290,130720,66.5,48.83555,50,0,1,3.7,1,0.0
55,1,F,2023-11-09,964,2,3,4,2037,141857,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-09,964,2,3,4,2039,141857,66.5,49.1122,50,0,1,3.7,1,0.0
55,1,F,2023-11-09,974,2,3,4,2037,121971,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-09,974,2,3,4,2037,129487,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-09,1072,2,3,4,2037,128049,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-09,1135,2,3,4,2037,111515,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-09,1135,2,3,4,2037,134377,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-13,964,2,3,4,2037,139455,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-14,846,2,3,4,2037,112360,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-14,846,2,3,4,2037,129166,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-14,846,2,3,4,2038,112360,66.5,48.37165,50,0,1,3.7,1,0.0
55,1,F,2023-11-14,964,2,3,4,2037,124540,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-14,964,2,3,4,2037,136408,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-14,964,2,3,4,2038,124526,66.5,48.37165,50,0,1,3.7,1,0.0
55,1,F,2023-11-14,964,2,3,4,109290,124526,66.5,48.83555,50,0,1,3.7,1,0.0
55,1,F,2023-11-15,1072,2,3,4,2037,136979,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-15,1135,2,3,4,2037,111386,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-15,1135,2,3,4,2038,109348,66.5,48.37165,50,0,1,3.7,1,0.0
55,1,F,2023-11-16,1072,2,3,4,2037,5559,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-16,1135,2,3,4,2038,114350,66.5,48.37165,50,0,1,3.7,1,0.0
55,1,F,2023-11-20,964,2,3,4,2037,117458,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-20,964,2,3,4,2037,131312,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-20,1072,2,3,4,2037,129081,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-20,1135,2,3,4,109290,3466,66.5,48.83555,50,0,1,3.7,1,0.0
55,1,F,2023-11-21,846,2,3,4,2037,5456,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-21,846,2,3,4,2037,130192,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-21,846,2,3,4,2038,130192,66.5,48.2504,50,0,1,3.7,1,0.0
55,1,F,2023-11-21,964,2,3,4,2037,133078,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-22,1072,2,3,4,2037,115660,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-22,1072,2,3,4,109290,117841,66.5,48.83555,50,0,1,3.7,1,0.0
55,1,F,2023-11-23,1072,2,3,4,2037,137037,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-23,1072,2,3,4,2037,137539,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-23,1072,2,3,4,2037,138763,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-23,1213,2,3,4,2037,141371,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,F,2023-11-23,1213,2,3,4,2038,141371,66.5,48.2504,50,0,1,3.7,1,0.0
55,1,F,2023-11-23,1213,2,3,4,2039,141371,66.5,49.1122,50,0,1,3.7,1,0.0
55,1,L,2023-11-22,964,2,3,4,2037,121776,66.5,49.11225,50,0,1,3.7,1,0.0
55,1,L,2023-11-24,1072,2,3,4,2037,130966,66.5,49.11225,50,0,1,3.7,1,0.0
65,10,F,2023-11-18,1262,2,3,4,2038,134821,66.5,48.37165,50,0,1,3.7,1,0.0
65,10,F,2023-11-20,1262,2,3,4,2037,138652,66.5,49.11225,50,0,1,3.7,1,0.0
26,1,F,2023-11-01,868,2,3,4,2030,114680,70.0,51.68472,40,0,1,3.4,1,0.0
40,2,F,2023-11-10,793,2,3,4,2041,140337,73.2,51.66288,40,0,1,3.4,1,0.0
52,1,F,2023-11-01,451,2,3,4,109078,121320,76.0,62.8173,50,0,1,4.4,1,0.0
49,1,F,2023-11-01,1045,2,3,4,2047,131669,80.0,64.26715,50,0,1,4.25,1,0.0
52,1,F,2023-11-22,451,2,3,4,2033,123378,80.5,63.183,50,0,1,4.25,1,0.0
52,1,F,2023-11-22,451,2,3,4,2056,123378,80.5,64.088,50,0,1,4.25,1,0.0
52,1,F,2023-11-22,451,2,3,4,2040,123378,84.5,67.3414,50,0,1,4.25,1,0.0
26,1,F,2023-11-08,1059,2,3,4,2048,122050,86.5,64.3043,50,0,1,4.25,1,0.0
55,1,F,2023-11-06,846,2,3,4,2030,113360,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-06,964,2,3,4,2030,8850,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-07,846,2,3,4,2047,119138,87.5,64.5723,50,0,1,4.25,1,0.0
55,1,F,2023-11-07,846,2,3,4,2048,119138,87.5,64.3343,50,0,1,4.25,1,0.0
55,1,F,2023-11-07,846,2,3,4,103991,119138,87.5,64.6067,50,0,1,4.5,1,0.0
55,1,F,2023-11-07,1072,2,3,4,103991,2428,87.5,64.6067,50,0,1,4.5,1,0.0
55,1,F,2023-11-08,846,2,3,4,2030,115186,87.5,64.6059,50,0,1,4.25,1,0.0
55,1,F,2023-11-08,1072,2,3,4,2030,102581,87.5,64.6059,50,0,1,4.25,1,0.0
